ID,Completo sphericity,Completo lobation,Completo rectangularity,Completo compactness,Completo enlongation ,Completo roundness,Completo eccentricity,Completo Hu 1,Completo Hu 2,Completo Hu 3,Completo Hu 4,Completo Hu 5,Completo Hu 6,Completo Hu 7,Metasoma Spherity,Metasoma lobation,Metasoma rectangularity,Metasoma compactness,Metasoma enlongation,Metasoma roundness,Metosoma eccentricity,Metasoma Hu 1,Metasoma Hu 2,Metasoma Hu 3,Metasoma Hu 4,Metasoma Hu 5,Metasoma Hu 6,Metasoma Hu 7,Mesosoma Spherity,Mesosoma lobation,Mesosoma rectangularity,Mesosoma compactness,Mesosoma enlongation,Mesosoma roundness,Mesosoma eccentricity,Mesosoma Hu 1,Mesosoma Hu 2,Mesosoma Hu 3,Mesosoma Hu 4,Mesosoma Hu 5,Mesosoma Hu 6,Mesosoma Hu 7,PinzasyQuelasI Spherity,PinzasyQuelasI lobation,PinzasyQuelasI rectangularity,PinzasyQuelasI compactness,PinzasyQuelasI enlongation,PinzasyQuelasI roundness,PinzasyQuelasI eccentricity,PinzasyQuelasI Hu 1,PinzasyQuelasI Hu 2,PinzasyQuelasI Hu 3,PinzasyQuelasI Hu 4,PinzasyQuelasI Hu 5,PinzasyQuelasI Hu 6,PinzasyQuelasI Hu 7,PinzasyQuelasD Spherity,PinzasyQuelasD lobation,PinzasyQuelasD rectangularity,PinzasyQuelasD compactness,PinzasyQuelasD enlongation,PinzasyQuelasD roundness,PinzasyQuelasD eccentricity,PinzasyQuelasD Hu 1,PinzasyQuelasD Hu 2,PinzasyQuelasD Hu 3,PinzasyQuelasD Hu 4,PinzasyQuelasD Hu 5,PinzasyQuelasD Hu 6,PinzasyQuelasD Hu 7,Borde Completo sphericity,Borde Completo lobation,Borde Completo rectangularity,Borde Completo compactness,Borde Completo enlongation ,Borde Completo roundness,Borde Completo eccentricity,Borde Completo Hu 1,Borde Completo Hu 2,Borde Completo Hu 3,Borde Completo Hu 4,Borde Completo Hu 5,Borde Completo Hu 6,Borde Completo Hu 7,Borde Metasoma Spherity,Borde Metasoma lobation,Borde Metasoma rectangularity,Borde Metasoma compactness,Borde Metasoma enlongation,Borde Metasoma roundness, Borde Metasoma eccentricity,Borde Metasoma Hu 1,Borde Metasoma Hu 2,Borde Metasoma Hu 3,Borde Metasoma Hu 4,Borde Metasoma Hu 5,Borde Metasoma Hu 6,Borde Metasoma Hu 7,Borde Mesosoma Spherity,Borde Mesosoma lobation,Borde Mesosoma rectangularity,Borde Mesosoma compactness,Borde Mesosoma enlongation,Borde Mesosoma roundness,Borde Mesosoma eccentricity,Borde Mesosoma Hu 1,Borde Mesosoma Hu 2,Borde Mesosoma Hu 3,Borde Mesosoma Hu 4,Borde Mesosoma Hu 5,Borde Mesosoma Hu 6,Borde Mesosoma Hu 7,Borde PinzasyQuelasI Spherity,Borde PinzasyQuelasI lobation,Borde PinzasyQuelasI rectangularity,Borde PinzasyQuelasI compactness,Borde PinzasyQuelasI enlongation,Borde PinzasyQuelasI roundness,Borde PinzasyQuelasI eccentricity,Borde PinzasyQuelasI Hu 1,Borde PinzasyQuelasI Hu 2,Borde PinzasyQuelasI Hu 3,Borde PinzasyQuelasI Hu 4,Borde PinzasyQuelasI Hu 5,Borde PinzasyQuelasI Hu 6,Borde PinzasyQuelasI Hu 7,Borde PinzasyQuelasD Spherity,Borde PinzasyQuelasD lobation,Borde PinzasyQuelasD rectangularity,Borde PinzasyQuelasD compactness,Borde PinzasyQuelasD enlongation,Borde PinzasyQuelasD roundness,Borde PinzasyQuelasD eccentricity,Borde PinzasyQuelasD Hu 1,Borde PinzasyQuelasD Hu 2,Borde PinzasyQuelasD Hu 3,Borde PinzasyQuelasD Hu 4,Borde PinzasyQuelasD Hu 5,Borde PinzasyQuelasD Hu 6,Borde PinzasyQuelasD Hu 7,tipo
16,0.36956,0.73912,2.0199,0.079105,0.36956,0.059402,0.92921,0.38051,0.083536,0.026017,0.0091066,0.0001347,0.0024175,-3.8795e-05,0.3054,0.6108,1.6418,0.16453,0.3054,0.039899,0.95222,0.54462,0.20399,0.073033,0.028044,0.0012689,0.012543,-2.6378e-05,0.87988,1.7598,2.8889,0.27644,0.87988,0.20228,0.4752,0.17513,0.0005379,5.7292e-05,1.0455e-05,1.331e-10,2.0409e-07,2.1852e-10,0.56439,1.1288,2.1921,0.18247,0.56439,0.098451,0.82551,0.28009,0.013102,0.0015878,0.0032778,8.7737e-07,-0.00011023,7.426e-06,0.37887,0.75775,2.1363,0.19823,0.37887,0.064408,0.92545,0.35232,0.069182,0.0074142,0.00075083,-9.2719e-07,-0.00015439,-1.5095e-06,0.39646,0.79292,0.1158,0.0086544,0.39646,0.0036535,0.91805,5.505,15.563,52.031,25.729,940.44,101.5,42.078,0.38596,0.77191,0.1167,0.0064578,0.38596,0.0035843,0.92252,5.9022,15.446,96.919,5.9464,138.01,21.275,36.498,0.51676,1.0335,0.09825,0.057721,0.51676,0.0040403,0.85613,6.2389,13.026,4.5018,10.944,47.08,38.426,60.694,0.88558,1.7712,0.21902,0.010331,0.88558,0.015434,0.4645,2.4881,0.30476,1.2662,4.7722,9.6355,2.5548,-6.691,0.30348,0.60695,0.11776,0.017007,0.30348,0.0028438,0.95284,1.9135,1.5417,0.92363,0.068937,-0.012354,0.072486,0.012247,1111
17,0.50905,1.0181,1.4134,0.056177,0.50905,0.057254,0.86073,0.43712,0.066087,0.086788,0.015405,0.00031093,0.0023405,-0.00046966,0.17377,0.34754,2.0825,0.17771,0.17377,0.028797,0.98479,0.71501,0.44578,0.0074072,0.0016423,2.8099e-06,7.7713e-05,-4.9917e-06,0.7479,1.4958,2.648,0.2001,0.7479,0.1576,0.66381,0.19891,0.0029306,0.00049166,7.4374e-06,3.1162e-10,2.9313e-07,3.243e-10,0.56636,1.1327,2.1574,0.2107,0.56636,0.097231,0.82416,0.27251,0.015836,0.011005,0.0034227,2.0951e-05,0.00028532,-1.5223e-06,0.35201,0.70401,1.1265,0.088968,0.35201,0.031556,0.936,0.70803,0.30467,0.07041,0.014806,0.00046645,0.0074665,-0.00010461,0.57486,1.1497,0.096162,0.0066411,0.57486,0.004399,0.81825,4.8581,4.9628,85.233,9.8317,183.37,11.669,-217.66,0.27279,0.54558,0.16912,0.0071544,0.27279,0.0036712,0.96207,5.9211,25.643,2.2971,2.475,5.8915,11.134,-0.34253,0.49373,0.98745,0.15709,0.098397,0.49373,0.0061718,0.86962,4.0092,5.9422,5.7761,1.1652,0.50389,-1.1983,-2.9807,0.68306,1.3661,0.13761,0.0085132,0.68306,0.0074799,0.73036,3.1465,0.29705,34.073,1.0356,-5.7537,-0.51184,-2.1764,0.41746,0.83493,0.15878,0.0096277,0.41746,0.0052749,0.90869,3.374,5.5066,15.637,3.0053,17.432,5.8004,-10.981,1111
1,0.37971,0.75943,1.8173,0.081915,0.37971,0.054912,0.9251,0.4137,0.095502,0.065571,0.028817,0.001246,0.0086839,-0.00012877,0.22343,0.44685,1.6631,0.12956,0.22343,0.029569,0.97472,0.70594,0.40806,0.058202,0.018342,0.00053803,0.010331,0.00026397,0.86702,1.734,2.6799,0.19708,0.86702,0.1849,0.49827,0.18842,0.00072123,0.00040765,7.2023e-06,2.6491e-10,-6.1723e-08,-2.8658e-10,0.64009,1.2802,2.6229,0.27966,0.64009,0.1336,0.7683,0.20962,0.0076731,0.00037922,0.00010819,-1.9482e-08,-2.7694e-06,-1.0035e-08,0.45587,0.91174,2.0093,0.22012,0.45587,0.072892,0.89005,0.324,0.041917,0.0035189,0.0022289,5.8941e-06,0.00029044,-2.0551e-06,0.42622,0.85244,0.10341,0.0080599,0.42622,0.0035073,0.90462,6.3544,19.201,139.68,49.301,4031.3,195.45,-697.52,0.30621,0.61242,0.11023,0.0054652,0.30621,0.0026861,0.95196,7.9111,42.594,132.15,22.77,1053.4,124.96,671.11,0.57182,1.1436,0.12907,0.016137,0.57182,0.0058734,0.82038,4.4947,5.197,10.265,10.695,111.35,21.299,-12.54,0.50594,1.0119,0.20963,0.011973,0.50594,0.00844,0.86257,2.8845,2.8876,9.6638,0.94434,-0.91096,-1.2382,2.7034,0.58219,1.1644,0.19575,0.0097253,0.58219,0.0090691,0.81305,2.8423,2.4766,1.477,0.50843,0.036038,0.62809,-0.43912,1111
2,0.44136,0.88272,1.5441,0.062572,0.44136,0.054234,0.89733,0.51376,0.12349,0.06696,0.002764,9.5515e-07,-0.00079578,-3.7591e-05,0.2642,0.5284,1.671,0.16901,0.2642,0.035131,0.96447,0.60508,0.27672,0.099391,0.04843,0.0033052,0.024614,0.0006046,0.79332,1.5866,2.9777,0.32192,0.79332,0.18799,0.6088,0.17261,0.0015656,5.0856e-05,1.4563e-05,2.6113e-10,5.5593e-07,-2.9813e-10,0.35458,0.70916,2.2196,0.11969,0.35458,0.06263,0.93503,0.35644,0.075297,0.011031,0.0021186,3.7881e-06,3.74e-05,9.5153e-06,0.21269,0.42537,2.1341,0.21853,0.21269,0.03612,0.97712,0.5748,0.27537,0.0032796,0.0012253,2.1939e-06,0.00048088,-1.1046e-06,0.46684,0.93367,0.092639,0.0062146,0.46684,0.0034415,0.88434,4.5711,11.066,65.055,46.994,2482.3,151.81,-768.06,0.28463,0.56926,0.11667,0.0055864,0.28463,0.0026425,0.95864,8.2198,45.5,162.58,25.847,1372.3,128.77,961.4,0.61071,1.2214,0.10707,2.4723,0.61071,0.0052037,0.79185,5.249,5.7466,65.897,76.366,5350.5,180.19,-847.77,0.25746,0.51491,0.29265,0.012212,0.25746,0.0059957,0.96629,2.1746,1.3914,1.3864,1.7661,1.3731,1.9385,2.3983,0.24707,0.49413,0.21669,0.022797,0.24707,0.0042603,0.969,3.7196,8.7982,1.1135,0.77739,0.70972,2.2897,-0.13947,1111
3,0.44611,0.89222,1.5345,0.068646,0.44611,0.054475,0.89498,0.43766,0.085443,0.074637,0.016531,0.00056773,0.0047926,-0.00012183,0.24822,0.49645,1.619,0.17585,0.24822,0.031981,0.9687,0.6604,0.34076,0.071008,0.031111,0.0014277,0.017983,-0.00031608,0.9079,1.8158,2.7321,0.17008,0.9079,0.19739,0.41919,0.18382,0.00031371,0.00055855,3.3798e-05,2.896e-09,3.4999e-07,3.6301e-09,0.4748,0.9496,1.9071,0.21759,0.4748,0.072058,0.88009,0.33749,0.04555,0.020977,0.0097811,0.00013752,0.001533,2.6803e-05,0.34308,0.68616,1.7744,0.17716,0.34308,0.048444,0.93931,0.4589,0.13123,0.02968,0.011705,0.00018814,0.0019477,-0.00011046,0.53776,1.0755,0.094876,0.0072242,0.53776,0.0040601,0.8431,5.1999,7.718,85.492,14.84,527.8,41.181,-28.753,0.34344,0.68688,0.1067,0.0067793,0.34344,0.0029161,0.93917,7.0521,28.922,140.5,36.124,2485.7,180.77,-666.86,0.53643,1.0729,0.14912,0.023483,0.53643,0.0063656,0.84395,4.0246,4.955,1.0705,0.11289,0.031305,0.09838,-0.023668,0.46336,0.92672,0.14249,0.014447,0.46336,0.005254,0.88617,2.8849,2.0839,9.7959,1.198,-0.50667,0.75129,4.0725,0.47882,0.95764,0.18692,0.0093171,0.47882,0.0071224,0.87791,3.3625,5.2715,11.063,1.378,-5.3471,-2.9732,0.59622,1111
4,0.56486,1.1297,1.9773,0.01656,0.56486,0.088881,0.82519,0.30833,0.015348,0.0064711,0.0026603,1.0324e-05,0.00028498,-3.9061e-06,0.44394,0.88788,2.6818,0.072481,0.44394,0.094742,0.89606,0.25184,0.025196,0.00023335,3.4519e-05,-2.3319e-09,-5.3414e-06,2.0397e-09,0.87713,1.7543,2.9084,0.17176,0.87713,0.20301,0.48024,0.17744,0.00022282,3.9547e-06,2.7707e-05,2.1341e-10,-4.0842e-07,-1.964e-10,0.34206,0.68411,2.8114,0.22836,0.34206,0.076527,0.93968,0.30983,0.051519,0.00010851,0.0077625,6.9369e-06,0.0013018,1.6223e-06,0.58994,1.1799,2.3301,0.13733,0.58994,0.10939,0.80744,0.28334,0.0089554,0.0040283,0.0064374,-2.8987e-05,0.00024323,-1.5309e-05,0.67102,1.342,0.45225,0.00095971,0.67102,0.024149,0.74144,1.0443,0.060499,0.57105,0.48101,0.13456,0.0045939,-0.21318,0.16143,0.32287,0.51329,0.0072271,0.16143,0.006594,0.98688,1.2504,0.22733,0.14367,0.14974,0.01392,0.068372,0.016987,0.79827,1.5965,0.30057,0.1215,0.79827,0.019094,0.60229,1.7059,0.14286,0.43391,1.5,1.1941,0.49687,0.19604,0.42081,0.84162,0.31291,0.013906,0.42081,0.010478,0.90715,3.0839,2.7752,45.01,39.905,1683,29.779,-165.81,0.81283,1.6257,0.48449,0.016324,0.81283,0.031338,0.58251,2.001,0.71672,0.77878,5.6671,5.6688,4.785,-10.469,1111
5,0.47331,0.94662,1.8766,0.059665,0.47331,0.070683,0.8809,0.34443,0.047559,0.020397,0.0074928,8.5655e-05,0.0014461,-3.5261e-05,0.29647,0.59293,2.3758,0.28493,0.29647,0.056049,0.95504,0.51001,0.089314,0.12257,0.019339,0.00013785,-0.0035081,-0.00093141,0.95778,1.9156,2.4784,0.13108,0.95778,0.1889,0.2875,0.20385,0.0001609,0.0010522,9.3596e-05,-1.8657e-08,-5.5335e-07,2.2685e-08,0.72477,1.4495,2.1459,0.18945,0.72477,0.12376,0.689,0.2442,0.0056872,0.0024085,0.00089435,1.034e-06,-2.299e-05,8.086e-07,0.49342,0.98683,2.014,0.2313,0.49342,0.079078,0.86979,0.30287,0.017923,0.012864,0.0022225,1.0764e-05,9.9236e-05,-5.0348e-06,0.60025,1.2005,0.11855,0.0061299,0.60025,0.0056628,0.79981,4.63,4.7467,18.078,8.1651,99.128,15.894,-3.8085,0.034378,0.068757,0.76283,0.023288,0.034378,0.0020869,0.99941,6.3162,12.745,180.38,12.315,-459.25,-43.629,354.89,0.61564,1.2313,0.1123,0.021642,0.61564,0.0055015,0.78803,4.9867,5.0427,19.493,2.4779,16.047,3.555,-6.2503,0.68665,1.3733,0.23855,0.008023,0.68665,0.013035,0.72698,1.929,0.49204,0.079032,0.078292,-0.004173,-0.026374,0.0045292,0.5311,1.0622,0.21671,0.0096083,0.5311,0.0091589,0.84731,2.6531,1.8452,4.7057,0.15807,-0.019642,0.17293,-0.1349,1111
6,0.42939,0.85877,1.4774,0.052593,0.42939,0.050481,0.90312,0.46596,0.10288,0.05254,0.0082802,0.0001724,0.0025533,-1.0273e-05,0.16216,0.32433,2.9337,0.27017,0.16216,0.037858,0.98676,0.54341,0.26252,0.0018246,0.00043862,2.7891e-07,0.00013093,-2.7601e-07,0.89859,1.7972,2.3118,0.14777,0.89859,0.16531,0.43879,0.2178,0.00047201,0.0037032,0.00014948,1.387e-08,-1.2879e-07,1.1034e-07,0.52006,1.0401,1.7747,0.15203,0.52006,0.073444,0.85413,0.34403,0.039033,0.012004,0.0052252,3.928e-05,0.00071079,1.3023e-05,0.33423,0.66845,1.8703,0.1248,0.33423,0.049743,0.94249,0.44368,0.12555,0.018502,0.0080625,9.8322e-05,0.0026968,5.4224e-06,0.51532,1.0306,0.12845,0.0068585,0.51532,0.0052674,0.857,4.617,7.2413,39.894,8.9305,164,23.952,38.954,0.25518,0.51035,0.1886,0.0097226,0.25518,0.0038299,0.96689,5.8918,25.402,13.991,2.4832,9.131,-2.7629,11.44,0.58185,1.1637,0.15328,0.029205,0.58185,0.0070974,0.81329,3.752,3.4376,19.394,0.83576,-2.8723,-1.3328,-1.7526,0.50481,1.0096,0.19534,0.0074273,0.50481,0.0078473,0.86323,3.1696,3.5924,3.0736,1.3001,0.48116,1.8842,2.5539,0.31421,0.62843,0.24776,0.0095896,0.31421,0.0061951,0.94935,2.8041,3.0741,5.0002,1.8575,4.7521,2.8587,-3.076,1111
7,0.44227,0.88454,1.6667,0.050332,0.44227,0.05866,0.89688,0.40545,0.074291,0.043156,0.011699,0.00025307,0.0029084,7.1052e-05,0.15431,0.30862,2.6324,0.22417,0.15431,0.032325,0.98802,0.62969,0.36045,0.0022001,0.0003821,6.1141e-08,-3.8325e-05,-3.4496e-07,0.84109,1.6822,2.3717,0.12578,0.84109,0.15874,0.54089,0.21403,0.0013512,0.0022813,7.041e-05,2.7929e-08,2.5881e-06,4.0364e-09,0.47431,0.94862,1.976,0.19527,0.47431,0.074582,0.88036,0.32714,0.043193,0.020846,0.0067571,7.6524e-05,0.0010728,2.3991e-05,0.41789,0.83578,2.2825,0.19525,0.41789,0.075906,0.9085,0.32216,0.027523,0.013064,0.00059516,-1.2918e-06,6.746e-05,1.0417e-06,0.56912,1.1382,0.10525,0.005863,0.56912,0.0047669,0.82225,4.4651,4.8972,42.116,12.665,289.68,27.023,-40.646,0.2514,0.50279,0.16747,0.0073275,0.2514,0.0033503,0.96788,6.3016,30.909,4.4658,0.49963,-0.55577,-2.654,0.49811,0.53852,1.077,0.12934,0.029665,0.53852,0.0055427,0.84261,4.6302,6.4943,14.493,1.4658,3.532,1.3126,-5.7592,0.15663,0.31326,0.54598,0.017007,0.15663,0.0068052,0.98766,2.1594,1.3254,3.2802,0.27774,0.017962,-0.3188,-0.26449,0.45793,0.91587,0.27376,0.015898,0.45793,0.009976,0.88899,3.1832,1.7415,17.778,3.4355,18.798,-0.96733,-19.171,1111
8,0.53658,1.0732,1.4422,0.037445,0.53658,0.061582,0.84385,0.41591,0.052594,0.04392,0.0064715,0.00010096,0.0013228,4.1366e-05,0.15807,0.31614,2.8149,0.26473,0.15807,0.035408,0.98743,0.58431,0.27988,0.011149,0.002776,5.9686e-06,0.00096812,1.4244e-05,0.77584,1.5517,2.1239,0.093771,0.77584,0.13113,0.63093,0.24283,0.0036413,0.0021601,0.00014203,4.6589e-09,4.9027e-06,7.853e-08,0.426,0.85199,1.7032,0.10304,0.426,0.057739,0.90472,0.40545,0.079108,0.015702,0.003585,2.4779e-05,0.00057623,1.0462e-05,0.33416,0.66831,1.8695,0.14578,0.33416,0.049713,0.94252,0.44667,0.12686,0.013601,0.010513,0.00012518,0.0033211,-1.152e-05,0.73298,1.466,0.11425,0.0050379,0.73298,0.0066638,0.68026,4.2879,1.5854,26.567,5.9668,73.168,7.5027,-17.038,0.25154,0.50308,0.15291,0.0079092,0.25154,0.0030608,0.96785,7.2213,29.693,49.554,3.047,3.7987,-16.33,-37.249,0.4666,0.9332,0.13338,0.25487,0.4666,0.0049524,0.88447,4.8917,9.8753,5.9558,0.062277,-0.019581,0.15348,0.032483,0.41233,0.82466,0.21045,0.0093727,0.41233,0.0069052,0.91103,2.1831,1.1163,4.2475,0.44835,-0.28,-0.0076347,0.55173,0.26186,0.52372,0.20455,0.01268,0.26186,0.0042624,0.96511,2.4456,2.7084,0.83026,0.17739,-0.039362,-0.1704,-0.05554,1111
9,0.50377,1.0075,1.4875,0.078515,0.50377,0.059632,0.86384,0.41817,0.061745,0.045653,0.0060228,7.8097e-05,0.0013787,-6.2246e-05,0.30818,0.61636,1.8192,0.27918,0.30818,0.044614,0.95133,0.48988,0.15665,0.023509,0.0023247,-1.6187e-05,-0.00090034,-5.772e-06,0.82989,1.6598,2.766,0.34415,0.82989,0.18267,0.55793,0.18392,0.0011463,0.0015362,3.5799e-06,-2.3668e-10,-1.1515e-07,-1.2026e-10,0.41364,0.82728,1.9882,0.15463,0.41364,0.065443,0.91044,0.35483,0.062858,0.0075685,0.0038986,1.9927e-05,0.00070127,7.1677e-06,0.36446,0.72893,1.944,0.2165,0.36446,0.056381,0.93122,0.39857,0.093114,0.026752,0.014374,0.00028022,0.0041286,-3.0282e-05,0.56513,1.1303,0.077677,0.007605,0.56513,0.0034933,0.825,5.1211,6.3432,85.974,19.767,814.85,49.567,6.5643,0.23964,0.47928,0.10987,0.018385,0.23964,0.0020952,0.97086,5.0289,7.4445,39.64,0.2911,0.91308,0.078781,0.37956,0.68095,1.3619,0.09959,0.04385,0.68095,0.0053966,0.73233,5.3958,3.9089,40.094,6.3317,98.837,5.7038,-20.219,0.5242,1.0484,0.17277,0.01413,0.5242,0.0072072,0.8516,2.1214,0.7499,2.6071,0.48501,-0.43493,-0.41997,-0.32908,0.30139,0.60279,0.19096,0.017089,0.30139,0.0045801,0.9535,1.8624,1.5581,4.2579,1.8007,4.5545,2.1517,-2.0296,1111
10,0.4268,0.85361,1.5279,0.067039,0.4268,0.051894,0.90434,0.45335,0.09799,0.046255,0.0093027,0.00017133,0.0028676,8.8785e-05,0.29108,0.58215,1.5775,0.16243,0.29108,0.03654,0.9567,0.59056,0.24831,0.079238,0.02947,0.0014169,0.01466,0.00014258,0.94673,1.8935,2.7016,0.22902,0.94673,0.20354,0.32202,0.18947,0.00025485,0.00010004,2.8661e-06,-4.6323e-11,-2.7088e-08,-1.4479e-11,0.3751,0.75019,2.0213,0.16023,0.3751,0.060334,0.92699,0.37552,0.080131,0.0092862,0.0053276,3.4861e-05,0.0010147,1.3744e-05,0.44535,0.8907,1.7546,0.17058,0.44535,0.062184,0.89536,0.38329,0.06573,0.015684,0.0038958,3.0387e-05,0.00097208,1.9951e-06,0.51338,1.0268,0.091352,0.0068256,0.51338,0.003732,0.85816,6.5325,12.634,129.45,18.98,672.24,57.81,658.16,0.44552,0.89104,0.089612,0.0051859,0.44552,0.003177,0.89527,7.5125,25.044,244.1,29.055,2441.8,143.7,158.3,0.56962,1.1392,0.097386,2.8083,0.56962,0.0044144,0.8219,5.9689,9.2682,22.447,28.377,565.9,83.979,438.94,0.56782,1.1356,0.18764,0.0078335,0.56782,0.0084785,0.82315,2.7966,2.2425,5.6354,1.1147,1.3648,-0.6695,-2.4377,0.43002,0.86005,0.13693,0.013375,0.43002,0.0046858,0.90282,3.0776,1.4426,12.02,0.39211,0.67154,0.24618,0.52313,1111
11,0.44101,0.88201,1.341,0.043925,0.44101,0.047062,0.8975,0.50623,0.11691,0.050709,0.0035599,1.3538e-05,0.00071184,-4.5874e-05,0.24672,0.49344,2.0759,0.23962,0.24672,0.040756,0.96909,0.51784,0.21015,0.023906,0.011944,0.00019574,0.0050537,-4.9169e-05,0.65679,1.3136,2.465,0.16487,0.65679,0.12884,0.75408,0.22101,0.0077033,0.00014317,8.2614e-05,-7.5811e-12,7.0425e-06,8.9847e-09,0.35645,0.7129,2.1027,0.14414,0.35645,0.059644,0.93431,0.37587,0.077298,0.032542,0.018737,0.00046225,0.0050743,-1.9546e-05,0.25752,0.51503,1.5791,0.16138,0.25752,0.032359,0.96627,0.60396,0.21609,0.05948,0.019779,0.00060125,0.0084453,0.00031423,0.54764,1.0953,0.090039,0.0051447,0.54764,0.0039239,0.83672,6.2985,12.849,104.73,18.898,786.93,67.02,-295.84,0.085122,0.17024,0.21072,0.012831,0.085122,0.0014274,0.99637,6.4483,26.109,11.421,0.22452,0.32208,-0.3826,-0.15978,0.342,0.684,0.11751,0.15228,0.342,0.003198,0.9397,6.9485,30.176,3.252,0.30302,-0.18275,-1.4656,-0.23892,0.099336,0.19867,0.47313,0.019071,0.099336,0.00374,0.99505,3.5082,3.4061,23.268,0.78198,1.7492,1.1373,2.8401,0.29109,0.58218,0.12969,0.015312,0.29109,0.0030041,0.9567,3.0627,3.5777,13.554,3.0149,18.03,4.3877,6.8085,1111
12,0.45426,0.90853,1.4382,0.042454,0.45426,0.051988,0.89087,0.50451,0.12482,0.082994,0.014018,0.00047697,0.0048717,3.3625e-05,0.1685,0.33701,2.8229,0.24996,0.1685,0.037853,0.9857,0.6498,0.38856,0.019624,0.016416,0.00029464,0.010231,6.3658e-07,0.81992,1.6398,2.3905,0.14976,0.81992,0.15598,0.57248,0.21325,0.0017469,0.0013576,6.8414e-06,-3.4983e-10,2.7994e-07,5.5888e-10,0.35691,0.71383,2.2261,0.17539,0.35691,0.063227,0.93414,0.35423,0.06758,0.026934,0.015741,0.00032244,0.0040907,-3.2813e-05,0.33649,0.67297,1.7084,0.11572,0.33649,0.045744,0.94169,0.46123,0.11037,0.033749,0.014633,0.00031983,0.0048561,5.8691e-05,0.57772,1.1554,0.097691,0.0049864,0.57772,0.0044912,0.81623,6.5133,16.584,213.54,70.561,8533.1,276.28,1485.2,0.2434,0.48679,0.14144,0.0068648,0.2434,0.0027396,0.96993,7.0764,43.516,46.538,68.856,3897.3,454.18,63.258,0.43191,0.86381,0.11368,0.022568,0.43191,0.0039072,0.90192,6.0415,17.155,5.2587,0.16926,0.090706,-0.20554,-0.13142,0.086179,0.17236,0.46487,0.015255,0.086179,0.003188,0.99628,3.4991,2.7997,23.063,0.063151,0.032526,0.0032874,-0.068925,0.37329,0.74657,0.24031,0.010921,0.37329,0.0071385,0.92772,1.9184,1.1799,2.6276,0.32592,0.27055,0.3161,0.1333,1111
13,0.35596,0.71192,1.8293,0.044768,0.35596,0.051816,0.9345,0.43235,0.11227,0.013476,0.0045797,3.4836e-05,0.0014044,8.99e-06,0.16649,0.33298,2.8285,0.26782,0.16649,0.037474,0.98604,0.54579,0.26631,0.0025916,0.0011923,2.0353e-06,0.00054475,5.0053e-07,0.85539,1.7108,2.4899,0.12253,0.85539,0.16949,0.51798,0.2033,0.00098283,0.00074832,9.9762e-05,2.3475e-08,3.0521e-06,1.3853e-08,0.4986,0.9972,1.9903,0.12327,0.4986,0.07897,0.86683,0.31335,0.017623,0.0092435,0.0046846,2.9552e-05,0.00062169,-8.7741e-06,0.39989,0.79979,1.6863,0.1514,0.39989,0.053661,0.91656,0.42963,0.096892,0.027953,0.0098773,0.00016012,0.0029114,3.6054e-05,0.47969,0.95938,0.12661,0.0052244,0.47969,0.004833,0.87744,4.8567,9.1998,12.105,9.9423,106.76,29.66,-22.351,0.26118,0.52237,0.14672,0.007837,0.26118,0.0030494,0.96529,7.0349,36.944,3.8453,0.55901,0.76964,0.80983,0.28171,0.47499,0.94999,0.14752,0.04013,0.47499,0.005576,0.87999,4.3728,7.6334,6.3204,0.84189,-1.0878,-1.0913,-1.6087,0.60355,1.2071,0.17724,0.013113,0.60355,0.0085125,0.79732,2.7677,0.25221,6.4681,0.099795,0.073239,0.00039653,0.032624,0.55249,1.105,0.20847,0.011201,0.55249,0.0091657,0.83352,2.7236,3.2788,5.4644,1.1723,2.3206,0.8253,1.8488,1111
14,0.50577,1.0115,1.3896,0.03955,0.50577,0.055928,0.86267,0.44651,0.069849,0.051753,0.0047253,2.3689e-05,0.00063444,6.9994e-05,0.15583,0.31166,2.8291,0.25491,0.15583,0.035083,0.98778,0.58554,0.27642,0.010259,0.00092592,2.2561e-06,0.0004784,1.7475e-06,0.83908,1.6782,2.2972,0.097123,0.83908,0.15339,0.544,0.22083,0.0014705,0.00020032,6.1978e-05,-5.1357e-09,-2.2647e-06,-4.617e-09,0.26698,0.53396,1.9715,0.15228,0.26698,0.041887,0.9637,0.47857,0.14137,0.047282,0.027368,0.00097854,0.010203,-0.00010801,0.33972,0.67944,1.4833,0.12899,0.33972,0.0401,0.94053,0.55157,0.18988,0.077202,0.04095,0.0022996,0.017807,0.00011615,0.65914,1.3183,0.10555,0.0050801,0.65914,0.0055362,0.75202,4.7975,3.3548,43.046,3.1013,28.14,4.0008,22.183,0.25328,0.50656,0.16009,0.0078372,0.25328,0.0032266,0.96739,6.5791,27.039,33.155,1.0311,5.3228,5.2978,2.8313,0.54272,1.0854,0.12979,0.15995,0.54272,0.0056054,0.83991,4.5945,6.2688,0.07341,0.029736,-0.00082068,0.033594,-0.001121,0.12134,0.24267,0.36566,0.017561,0.12134,0.0035307,0.99261,3.1633,3.5249,10.8,0.1508,-0.11782,-0.27197,-0.15217,0.37208,0.74416,0.16406,0.011976,0.37208,0.0048576,0.9282,2.997,3.0829,20.984,4.4573,42.69,7.8231,-5.9874,1111
